-55,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-50,-25,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-50,-20,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-50,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-50,-5,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-50,0,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-50,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-50,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-50,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-45,-25,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-45,-20,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-45,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-45,-5,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-45,0,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-45,5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-45,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-45,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-45,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-40,-25,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-40,-20,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-40,-15,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-40,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-40,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-35,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
-35,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
-35,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-35,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-30,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
-30,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
-30,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-30,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-25,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
-25,-15,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35
-25,5,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-25,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-25,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-20,-10,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35
-20,-5,-25,Limbic Lobe,Uncus,Brodmann area 28
-20,5,-25,Limbic Lobe,Uncus,Brodmann area 28
-20,30,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
-20,35,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
-20,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
-15,-5,-25,Limbic Lobe,Uncus,Brodmann area 28
-15,0,-25,Limbic Lobe,Uncus,Brodmann area 28
-15,20,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
-15,25,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
-15,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
-15,45,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
-15,50,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
-15,55,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
-10,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,40,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,50,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-10,55,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
-5,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-5,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-5,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-5,50,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
-5,55,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
5,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
5,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
5,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
5,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
5,40,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
5,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
5,50,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,20,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,25,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,30,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,35,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,40,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,45,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,50,-25,Frontal Lobe,Rectal Gyrus,Brodmann area 11
10,55,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
15,-5,-25,Limbic Lobe,Uncus,Brodmann area 28
15,0,-25,Limbic Lobe,Uncus,Brodmann area 28
15,20,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
15,25,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
15,30,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
15,35,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
15,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
15,45,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
15,55,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
15,60,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
20,-10,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35
20,-5,-25,Limbic Lobe,Uncus,Brodmann area 28
20,0,-25,Limbic Lobe,Uncus,Brodmann area 28
20,5,-25,Limbic Lobe,Uncus,Brodmann area 28
20,25,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
20,30,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 47
20,35,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
20,40,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
20,45,-25,Frontal Lobe,Orbital Gyrus,Brodmann area 11
20,50,-25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11
25,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
25,-15,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35
25,5,-25,Limbic Lobe,Uncus,Brodmann area 28
25,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
25,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
30,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
30,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
30,-15,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
30,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
30,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
35,-25,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
35,-20,-25,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36
35,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
35,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
40,-25,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
40,-20,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
40,-15,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
40,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
40,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
45,-25,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
45,-15,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
45,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
45,-5,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
45,0,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
45,5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
45,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
45,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
45,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
50,-25,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
50,-20,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
50,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
50,-5,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
50,0,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
50,10,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
50,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
50,20,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
55,-20,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
55,-5,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
55,0,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
55,5,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
55,10,-25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
55,15,-25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
60,-15,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
60,-10,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
60,-5,-25,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-60,-30,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-60,-25,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-60,-20,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-60,-15,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-60,-10,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-60,0,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-55,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-55,-30,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-55,-25,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-55,-10,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-55,-5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-55,0,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-55,5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-55,10,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-55,15,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38
-50,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-50,-30,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20
-50,-25,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-50,-10,-20,Temporal Lobe,Inferior Temporal Gyrus,Brodmann area 20
-50,-5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
-50,5,-20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 21
